Country Name,Country Code,Region,Income group,Year,Energy use (kg of oil equivalents per capita),Population,CO2 emissions (metric tons per capita),Renewable energy consumption (% of energy),"GDP per capita, PPP",Electric power consumption (kWh per capita),Access to electricity (% of population),Forest area (% of land)
Indonesia,IDN,East Asia & Pacific,Lower middle income,2005,792.926881521,226712730,1.508480596,41.445685812,6076.577887645,499.716094460,86.194625854,54.017785678
Isle of Man,IMN,Europe & Central Asia,High income,2005,,76118,,5.093085995,,,100,6.070175506
India,IND,South Asia,Lower middle income,2005,451.138306480,1144118674,1.068563218,48.575308751,2830.405106149,469.453923099,66.932449341,22.773183012
Ireland,IRL,Europe & Central Asia,High income,2005,3503.642863771,4159914,10.466151704,2.889906401,40438.105139242,6241.715573928,100,10.086224806
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2005,2451.909806750,70421811,6.657136594,1.400793048,13904.595139298,2060.086185514,98.306938171,6.564491066
Iraq,IRQ,Middle East & North Africa,Upper middle income,2005,978.594791122,27008426,4.203243314,2.303329117,9701.238097304,833.850887867,97.291618347,1.886274779
Iceland,ISL,Europe & Central Asia,High income,2005,10524.877499714,296734,7.513584557,62.465599572,36965.140316123,27988.029683151,100,0.364089776
Israel,ISR,Middle East & North Africa,High income,2005,2661.449185437,6930100,8.218088772,7.000401125,24819.954098159,6572.199535360,100,7.162661738
Italy,ITA,Europe & Central Asia,High income,2005,3214.674120611,57969484,8.166090128,6.702639079,30051.773266805,5731.101556812,100,29.778336846
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2005,1352.976110451,2744673,3.825089911,11.322834224,7491.031366515,2392.999093152,88.513610840,31.320407406
Jordan,JOR,Middle East & North Africa,Upper middle income,2005,1168.399948828,5714111,3.685539360,1.687983878,7835.088400196,1592.548692176,99.052307129,1.104941070
Japan,JPN,East Asia & Pacific,High income,2005,4062.979048782,127773000,9.698882518,3.654473310,31663.453098977,8539.010589092,100,68.408779150
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2005,3358.971122324,15147029,11.707166204,2.094401363,14259.018698812,4012.073918918,99.224411011,1.236063266
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2005,443.915921888,36048288,0.237527091,81.225744218,1980.189180246,130.214228204,21.695262909,7.110728468
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2005,498.542788517,5162600,1.083209042,28.035464957,2110.377935675,1374.307519467,99.442307692,4.532325275
Cambodia,KHM,East Asia & Pacific,Lower middle income,2005,258.919137698,13270201,0.209184397,76.070330200,1753.441983132,66.766132631,20.5,60.791978246
Kiribati,KIR,East Asia & Pacific,Lower middle income,2005,86.650419713,92325,0.675212564,2.789632575,1743.835192010,,69.676405458,14.999999529
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2005,1625.146571764,48611,4.073522454,25.583355510,21154.789519374,,95.265083313,42.307692308
"Korea, Rep.",KOR,East Asia & Pacific,High income,2005,4364.219090841,48184561,9.607269847,0.872923380,24196.423850375,7796.314674321,100,64.584408880
Kuwait,KWT,Middle East & North Africa,High income,2005,11544.155532119,2276623,31.426739078,0,83224.574878504,17028.291465034,100,0.311447822
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2005,,5754026,0.244083186,77.244600367,2773.571075806,,57.2,73.092335084
Lebanon,LBN,Middle East & North Africa,Upper middle income,2005,1264.722392504,3986852,4.065397963,6.918333944,11032.129146934,2810.738898760,99.569221497,13.343108504
Liberia,LBR,Sub-Saharan Africa,Low income,2005,,3261230,0.222635631,88.227413856,826.047447275,,0.044350129,46.501245847
Libya,LBY,Middle East & North Africa,Upper middle income,2005,3068.180609762,5792688,8.995490522,1.813492585,23189.827240652,3431.394889557,98.937705994,0.123327688
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2005,751.310211711,163714,2.239881745,2.498735795,9842.396137204,,91.673202515,34.262294457
Liechtenstein,LIE,Europe & Central Asia,High income,2005,,34852,,,,,100,43.125000596
Sri Lanka,LKA,South Asia,Lower middle income,2005,460.991178392,19524558,0.619788678,60.076230831,5766.395329791,400.521230750,77.395065308,33.774517621
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2005,16.927043928,1949543,1.032643548,55.306629890,1744.487144305,,10.311107635,1.416337286
Lithuania,LTU,Europe & Central Asia,High income,2005,2662.800734862,3322528,4.184042091,17.509609195,14526.074094362,3187.031079949,100,33.838544990
Luxembourg,LUX,Europe & Central Asia,High income,2005,9428.811285628,465158,24.824646679,1.891072557,68220.064481857,15644.146720039,100,35.679011090
Latvia,LVA,Europe & Central Asia,High income,2005,2022.564330250,2238799,3.352846325,36.300500437,13847.571984992,2777.381980249,100,53.009839029
"Macao SAR, China",MAC,East Asia & Pacific,High income,2005,,482559,3.791936323,23.309643648,57162.535240637,,100,
St. Martin (French part),MAF,Latin America & Caribbean,High income,2005,,27906,,,,,59.132595062,18.382352941
Morocco,MAR,Middle East & North Africa,Lower middle income,2005,486.357621145,30521070,1.499668721,20.657590150,4773.984070634,633.103623169,80.202926636,12.101725297
Monaco,MCO,Europe & Central Asia,High income,2005,,33793,,,,,100,
Moldova,MDA,Europe & Central Asia,Lower middle income,2005,972.740778157,3595187,1.361666306,4.311912149,2945.080150551,2047.737711557,98.6,11.036789298
Madagascar,MDG,Sub-Saharan Africa,Low income,2005,,18336724,0.094991068,80.470976819,1237.201111813,,15.135821342,22.075867524
Maldives,MDV,South Asia,Upper middle income,2005,705.691954484,318836,1.886198547,1.762438433,8257.553604416,,91.175849915,3.333333333
Mexico,MEX,Latin America & Caribbean,Upper middle income,2005,1646.774813181,108472228,4.299365235,10.305755623,12369.759753708,1950.987860229,98.932728,34.508603616
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2005,557.103064067,52055,1.620228604,18.376578089,2881.109184507,,75.771759033,70.222224130
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2005,1359.378276266,2060272,5.474855747,18.950585320,7759.709266510,3374.311741362,98.418205261,38.340542666
Mali,MLI,Sub-Saharan Africa,Low income,2005,,12798763,0.070195456,85.795974489,1567.708573567,,17.712774277,4.511592457
Malta,MLT,Middle East & North Africa,High income,2005,2181.143737278,403834,6.683221324,0.181221954,22232.497387321,4912.909759951,100,1.093749981
Myanmar,MMR,East Asia & Pacific,Lower middle income,2005,307.245809807,48482614,0.239234646,79.550898362,2025.540178187,75.573482898,47.824893951,50.999449002
Montenegro,MNE,Europe & Central Asia,Upper middle income,2005,1745.974431064,614261,3.349043810,47.613746554,8313.646001034,6314.905227582,99.830220713,46.542750929
Mongolia,MNG,East Asia & Pacific,Lower middle income,2005,1185.671492682,2526446,3.389126465,5.321772452,5384.323071005,1251.956305419,86.2,7.278766189
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2005,,63744,,0,,,100,67.695650847
Mozambique,MOZ,Sub-Saharan Africa,Low income,2005,405.712689390,20923070,0.087104760,93.615248326,661.048722743,441.761175583,11.848073959,50.966453877
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2005,,3130720,0.507171194,38.768364578,2658.436435409,,18.2,0.259047249
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2005,945.723767234,1228254,2.683999401,17.737046034,11078.035923286,1683.690832678,98.824600220,18.817734366
Malawi,MWI,Sub-Saharan Africa,Low income,2005,,13039711,0.067211075,83.801421526,748.095876388,,6.481175900,36.084005091
Malaysia,MYS,East Asia & Pacific,Upper middle income,2005,2561.608374758,25659393,6.800116472,4.924525098,16540.901624482,2877.230961777,98.024009705,63.582407548
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2005,652.311095977,2032196,1.136804718,32.056994947,6540.347351778,1451.139555437,40.402046204,9.305348055
New Caledonia,NCL,East Asia & Pacific,High income,2005,,232250,12.157545748,4.750439494,,,100,45.897155361
Niger,NER,Sub-Saharan Africa,Low income,2005,127.286301105,13618449,0.052507081,87.598386297,679.557791072,36.714900500,7.1,0.999447383
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2005,757.958663124,138939478,0.763411354,84.072308106,3667.788819951,129.257718962,47.342361450,12.175412014
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2005,531.932984938,5379328,0.803023352,53.895330252,3347.448530318,416.966580212,73.821815,28.785108858
Netherlands,NLD,Europe & Central Asia,High income,2005,4989.467929520,16319868,11.120177565,2.771630523,37265.345088178,6912.372085362,100,10.811611374
Norway,NOR,Europe & Central Asia,High income,2005,5802.716290192,4623291,9.179216926,58.591809531,47772.430075299,25083.214532678,100,33.106636980
Nepal,NPL,South Asia,Low income,2005,356.143439424,25640287,0.120277398,89.517376927,1499.722461016,77.378229035,47.137256622,25.364492501
Nauru,NRU,East Asia & Pacific,Upper middle income,2005,,10114,6.163634566,0,,,99.513435364,0
New Zealand,NZL,East Asia & Pacific,High income,2005,4095.143085222,4133900,8.258489562,29.268858135,25677.103898150,9673.673770531,100,38.673046979
Oman,OMN,Middle East & North Africa,High income,2005,3944.380311309,2511269,11.903696498,0,36914.226378783,3923.912571692,,0.006462036
Pakistan,PAK,South Asia,Lower middle income,2005,497.120431038,153909667,0.887768063,47.515596861,3573.525101802,463.057333494,83.85,2.467310087
Panama,PAN,Latin America & Caribbean,High income,2005,875.055885590,3330465,2.053453497,27.041501791,10629.152309982,1455.052072308,84.413803101,64.326069411
Peru,PER,Latin America & Caribbean,Upper middle income,2005,494.187627058,27610410,1.344989408,32.731839800,6762.772656289,837.292890616,77.173645,59.00625
Philippines,PHL,East Asia & Pacific,Lower middle income,2005,450.350085391,86274237,0.867379088,31.429582839,4255.159860563,576.649550665,78.619895935,23.724720797
Palau,PLW,East Asia & Pacific,High income,2005,,19906,13.079322817,0,12404.422971948,,98.916507330,87.608693994
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2005,,6314709,0.694526383,58.563409439,2400.157836022,,15.245298386,74.164200857
Poland,POL,Europe & Central Asia,High income,2005,2414.161789545,38165445,7.927026686,7.214716450,13895.923541691,3437.323998187,100,30.032970979
Puerto Rico,PRI,Latin America & Caribbean,High income,2005,,3821362,,0.552840372,31497.899641336,,100,52.183764951
"Korea, Dem. People’s Rep.",PRK,East Asia & Pacific,Low income,2005,892.557895868,23904167,3.161507489,9.228018357,,807.014107624,19.955825806,52.312930820
Portugal,PRT,Europe & Central Asia,High income,2005,2519.004925105,10503330,6.215165476,18.072800393,22739.589660387,4682.991013326,100,36.033672242
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2005,683.200603779,5795494,0.661205930,68.824040580,7177.354171191,863.774511715,94.686886,46.501384344
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2005,,3320396,0.826080986,22.781989898,4010.147760542,,99.194084167,1.523255827
French Polynesia,PYF,East Asia & Pacific,High income,2005,,254886,3.222648557,8.150372093,,,100,35.519125683
Qatar,QAT,Middle East & North Africa,High income,2005,19268.694579373,864863,58.918732794,0,97767.190344365,15467.189601128,100,0
Romania,ROU,Europe & Central Asia,Upper middle income,2005,1810.327263278,21319685,4.524305495,18.510169965,9723.524243488,2365.419564126,100,27.789372989
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2005,4540.917362980,143518523,11.253528668,3.615024605,11822.370900084,5770.112335953,100,49.372489148
Rwanda,RWA,Sub-Saharan Africa,Low income,2005,,8991735,0.058725930,89.244612176,930.892958421,,4.8,15.605999189
Saudi Arabia,SAU,Middle East & North Africa,High income,2005,5126.341366775,23905654,16.633811650,0.008307274,40547.134467222,6590.281947526,100,0.454484135
Sudan,SDN,Sub-Saharan Africa,Lower middle income,2005,373.629040982,30911914,0.273950845,72.433204349,2415.537115178,75.879440092,33.304843903,
Senegal,SEN,Sub-Saharan Africa,Low income,2005,248.118567279,11251266,0.516581423,41.228654032,2354.218203311,157.937782290,47.1,45.047525061
Singapore,SGP,East Asia & Pacific,High income,2005,5055.966319734,4265762,7.116921432,0.535101712,55180.900999117,8678.168167844,100,23.730043569
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2005,123.434457367,469885,0.343377635,67.084382222,1496.310282423,,19.173616409,80.064308682
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2005,,5658379,0.096561754,87.250768573,945.160682029,,11.332485516,39.124411194
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2005,747.656685787,6028961,1.070486275,47.191639068,5285.920731388,758.339621039,87.525839,14.913127413
San Marino,SMR,Europe & Central Asia,High income,2005,,29240,,,74436.850937739,,100,0
Somalia,SOM,Sub-Saharan Africa,Low income,2005,,10409925,0.057066117,93.304141959,,,12.801831245,11.367041796
Serbia,SRB,Europe & Central Asia,Upper middle income,2005,2159.573828995,7440769,,16.371747479,8707.005977984,3921.906458862,99.690721649,28.310084610
South Sudan,SSD,Sub-Saharan Africa,Low income,2005,,8108877,,,,,0.033698916,
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2005,276.296343893,155630,0.494808199,47.942913205,1983.339499888,,55.695346832,58.333333333
Suriname,SUR,Latin America & Caribbean,Upper middle income,2005,1266.798411050,498946,3.197029338,22.124900764,10634.656016034,2767.834595327,93.916816711,98.532051282
Slovak Republic,SVK,Europe & Central Asia,High income,2005,3504.475593484,5372807,7.325390806,6.306465482,16616.134544347,4932.803281413,100,40.166320166
Slovenia,SVN,Europe & Central Asia,High income,2005,3645.837436528,2000474,7.931674693,14.566254712,23945.255342353,6917.860467069,100,61.717974181
Sweden,SWE,Europe & Central Asia,High income,2005,5711.127282666,9029572,5.710313512,39.991895327,33967.187526841,15430.963948236,100,68.767363650
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2005,360.800923795,1105873,0.921829179,49.652291200,6006.336156012,,35.526443481,31.453488372
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,2005,,33011,,,,,100,
Seychelles,SYC,Sub-Saharan Africa,High income,2005,2751.695672114,82858,8.320210481,0.376164955,15859.919462415,,95.584487915,88.413039498
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2005,1136.499431445,18294611,2.767295899,2.111331606,,1503.338879411,92.134849548,2.511303590
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,2005,,26448,4.575431034,0.543302661,,,93.238296509,36.210527922
Chad,TCD,Sub-Saharan Africa,Low income,2005,,10067009,0.039704246,91.727260193,1596.835983066,,4.438284397,4.876905972
Togo,TGO,Sub-Saharan Africa,Low income,2005,417.322392680,5683268,0.235507986,77.224332211,1007.452198037,108.036432560,26.518838882,7.096892811
Thailand,THA,East Asia & Pacific,Upper middle income,2005,1513.255342300,65425470,3.782433584,20.252395937,10262.108936807,1914.529616677,92.328720093,31.513633072
Tajikistan,TJK,Europe & Central Asia,Low income,2005,341.411863366,6854176,0.356311539,63.743227496,1517.805020087,2129.212906117,99.3,2.929408402
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2005,4032.960427507,4754641,10.166570725,0.074057722,5783.102707942,2051.679611563,99.599876404,8.782159045
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2005,56.503559724,1026484,0.171474665,43.606388828,5603.485573798,,32.992282867,53.665097512
Tonga,TON,East Asia & Pacific,Upper middle income,2005,564.127433418,101041,1.125058145,2.170454020,4404.665734283,,88.711250305,12.5
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2005,12426.387927219,1296934,29.416661141,0.530753107,23532.48932507,5142.127509958,95.400886536,44.834307992
Tunisia,TUN,Middle East & North Africa,Lower middle income,2005,823.008147899,10102482,2.243217063,14.177248175,7838.074030539,1083.991042993,99.3,5.889546859
Turkey,TUR,Europe & Central Asia,Upper middle income,2005,1240.166421107,67903406,3.496004000,15.298102107,11887.875991812,2013.890142712,97.224693298,13.853410080
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2005,,10027,1.097137728,0,2561.283273515,,95.586448669,33.333333333
Tanzania,TZA,Sub-Saharan Africa,Low income,2005,437.523891131,39410545,0.139662291,91.009953759,1620.583572692,77.669567878,12.673668861,56.355836532
Uganda,UGA,Sub-Saharan Africa,Low income,2005,,28543940,0.076053411,92.805833881,1088.685703717,,8.9,17.161303238
Ukraine,UKR,Europe & Central Asia,Lower middle income,2005,3033.183675246,47105150,7.087901917,1.251230562,6452.096194991,3246.035730700,99.885561701,16.526286720
Uruguay,URY,Latin America & Caribbean,High income,2005,889.206858768,3325612,1.736680346,39.908753041,11553.515512892,1999.631947443,98.380218506,8.695006564
